Award Title,Movie Title,Nominee Name(s),Won,Year
Short Film (Live Action),Timecode,Juanjo Giménez,0,2017
Sound Editing,Arrival,Sylvain Bellemare,1,2017
Sound Editing,Deepwater Horizon,Wylie Stateman and Renée Tondelli,0,2017
Sound Editing,Hacksaw Ridge,Robert Mackenzie and Andy Wright,0,2017
Sound Editing,La La Land,Ai-Ling Lee and Mildred Iatrou Morgan,0,2017
Sound Editing,Sully,Alan Robert Murray and Bub Asman,0,2017
Sound Mixing,Hacksaw Ridge,"Kevin O’Connell, Andy Wright, Robert Mackenzie and Peter Grace",1,2017
Sound Mixing,Arrival,Bernard Gariépy Strobl and Claude La Haye,0,2017
Sound Mixing,La La Land,"Andy Nelson, Ai-Ling Lee and Steve A. Morrow",0,2017
Sound Mixing,Rogue One: A Star Wars Story,"David Parker, Christopher Scarabosio and Stuart Wilson",0,2017
Sound Mixing,13 Hours: The Secret Soldiers of Benghazi,"Gary Summers, Jeffrey J. Haboush and Mac Ruth",0,2017
Visual Effects,The Jungle Book,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",1,2017
Visual Effects,Deepwater Horizon,"Craig Hammack, Jason Snell, Jason Billington and Burt Dalton",0,2017
Visual Effects,Doctor Strange,"Stephane Ceretti, Richard Bluff, Vincent Cirelli and Paul Corbould",0,2017
Visual Effects,Kubo and the Two Strings,"Steve Emerson, Oliver Jones, Brian McLean and Brad Schiff",0,2017
Visual Effects,Rogue One: A Star Wars Story,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",0,2017
Writing (Adapted Screenplay),Moonlight,Barry Jenkins; Story by Tarell Alvin McCraney,1,2017
Writing (Adapted Screenplay),Arrival,Eric Heisserer,0,2017
Writing (Adapted Screenplay),Fences,August Wilson,0,2017
Writing (Adapted Screenplay),Hidden Figures,Allison Schroeder and Theodore Melfi,0,2017
Writing (Adapted Screenplay),Lion,Luke Davies,0,2017
Writing (Original Screenplay),Manchester by the Sea,Kenneth Lonergan,1,2017
Writing (Original Screenplay),Hell or High Water,Taylor Sheridan,0,2017
Writing (Original Screenplay),La La Land,Damien Chazelle,0,2017
Writing (Original Screenplay),The Lobster,"Yorgos Lanthimos, Efthimis Filippou",0,2017
Writing (Original Screenplay),20th Century Women,Mike Mills,0,2017
Actor in a Leading Role,The Revenant,Leonardo DiCaprio,1,2016
Actor in a Leading Role,Trumbo,Bryan Cranston,0,2016
Actor in a Leading Role,The Martian,Matt Damon,0,2016
Actor in a Leading Role,Steve Jobs,Michael Fassbender,0,2016
Actor in a Leading Role,The Danish Girl,Eddie Redmayne,0,2016
Actor in a Supporting Role,Bridge of Spies,Mark Rylance,1,2016
Actor in a Supporting Role,The Big Short,Christian Bale,0,2016
Actor in a Supporting Role,The Revenant,Tom Hardy,0,2016
Actor in a Supporting Role,Spotlight,Mark Ruffalo,0,2016
Actor in a Supporting Role,Creed,Sylvester Stallone,0,2016
Actress in a Leading Role,Room,Brie Larson,1,2016
Actress in a Leading Role,Carol,Cate Blanchett,0,2016
Actress in a Leading Role,Joy,Jennifer Lawrence,0,2016
Actress in a Leading Role,45 Years,Charlotte Rampling,0,2016
Actress in a Leading Role,Brooklyn,Saoirse Ronan,0,2016
Actress in a Supporting Role,The Danish Girl,Alicia Vikander,1,2016
Actress in a Supporting Role,The Hateful Eight,Jennifer Jason Leigh,0,2016
Actress in a Supporting Role,Carol,Rooney Mara,0,2016
Actress in a Supporting Role,Spotlight,Rachel McAdams,0,2016
Actress in a Supporting Role,Steve Jobs,Kate Winslet,0,2016
Animated Feature Film,Inside Out,Pete Docter and Jonas Rivera,1,2016
Animated Feature Film,Anomalisa,"Charlie Kaufman, Duke Johnson and Rosa Tran",0,2016
Animated Feature Film,Boy and the World,Alê Abreu,0,2016
Animated Feature Film,Shaun the Sheep Movie,Mark Burton and Richard Starzak,0,2016
Animated Feature Film,When Marnie Was There,Hiromasa Yonebayashi and Yoshiaki Nishimura,0,2016
Cinematography,The Revenant,Emmanuel Lubezki,1,2016
Cinematography,Carol,Ed Lachman,0,2016
Cinematography,The Hateful Eight,Robert Richardson,0,2016
Cinematography,Mad Max: Fury Road,John Seale,0,2016
Cinematography,Sicario,Roger Deakins,0,2016
Costume Design,Mad Max: Fury Road,Jenny Beavan,1,2016
Costume Design,Carol,Sandy Powell,0,2016
Costume Design,Cinderella,Sandy Powell,0,2016
Costume Design,The Danish Girl,Paco Delgado,0,2016
Costume Design,The Revenant,Jacqueline West,0,2016
Directing,The Revenant,Alejandro G. Iñárritu,1,2016
Directing,The Big Short,Adam McKay,0,2016
Directing,Mad Max: Fury Road,George Miller,0,2016
Directing,Room,Lenny Abrahamson,0,2016
Directing,Spotlight,Tom McCarthy,0,2016
Documentary (Feature),Amy,Asif Kapadia and James Gay-Rees,1,2016
Documentary (Feature),Cartel Land,Matthew Heineman and Tom Yellin,0,2016
Documentary (Feature),The Look of Silence,Joshua Oppenheimer and Signe Byrge Sørensen,0,2016
Documentary (Feature),"What Happened, Miss Simone?","Liz Garbus, Amy Hobby and Justin Wilkes",0,2016
Documentary (Feature),Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky and Den Tolmor,0,2016
Documentary (Short Subject),A Girl in the River: The Price of Forgiveness,Sharmeen Obaid-Chinoy,1,2016
Documentary (Short Subject),Body Team 12,David Darg and Bryn Mooser,0,2016
Documentary (Short Subject),"Chau, beyond the Lines",Courtney Marsh and Jerry Franck,0,2016
Documentary (Short Subject),Claude Lanzmann: Spectres of the Shoah,Adam Benzine,0,2016
Documentary (Short Subject),Last Day of Freedom,Dee Hibbert-Jones and Nomi Talisman,0,2016
Film Editing,Mad Max: Fury Road,Margaret Sixel,1,2016
Film Editing,The Big Short,Hank Corwin,0,2016
Film Editing,The Revenant,Stephen Mirrione,0,2016
Film Editing,Spotlight,Tom McArdle,0,2016
Film Editing,Star Wars: The Force Awakens,Maryann Brandon and Mary Jo Markey,0,2016
Foreign Language Film,Son of Saul,Hungary,1,2016
Foreign Language Film,Embrace of the Serpent,Colombia,0,2016
Foreign Language Film,Mustang,France,0,2016
Foreign Language Film,Theeb,Jordan,0,2016
Foreign Language Film,A War,Denmark,0,2016
Makeup and Hairstyling,Mad Max: Fury Road,"Lesley Vanderwalt, Elka Wardega and Damian Martin",1,2016
Makeup and Hairstyling,The 100-Year-Old Man Who Climbed out the Window and Disappeared,Love Larson and Eva von Bahr,0,2016
Makeup and Hairstyling,The Revenant,"Siân Grigg, Duncan Jarman and Robert Pandini",0,2016
Music (Original Score),The Hateful Eight,Ennio Morricone,1,2016
Music (Original Score),Bridge of Spies,Thomas Newman,0,2016
Music (Original Score),Carol,Carter Burwell,0,2016
Music (Original Score),Sicario,Jóhann Jóhannsson,0,2016
Music (Original Score),Star Wars: The Force Awakens,John Williams,0,2016
Music (Original Song),Spectre,Jimmy Napes and Sam Smith,1,2016
Music (Original Song),Fifty Shades of Grey,"The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",0,2016
Music (Original Song),Racing Extinction,J. Ralph and Anohni,0,2016
Music (Original Song),Youth,David Lang,0,2016
Music (Original Song),The Hunting Ground,Diane Warren and Lady Gaga,0,2016
Best Picture,Spotlight,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust",1,2016
Best Picture,The Big Short,"Brad Pitt, Dede Gardner and Jeremy Kleiner",0,2016
Best Picture,Bridge of Spies,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger",0,2016
Best Picture,Brooklyn,Finola Dwyer and Amanda Posey,0,2016
Best Picture,Mad Max: Fury Road,Doug Mitchell and George Miller,0,2016
Best Picture,The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam",0,2016
Best Picture,The Revenant,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon",0,2016
Best Picture,Room,Ed Guiney,0,2016
Production Design,Mad Max: Fury Road,Colin Gibson and Lisa Thompson,1,2016
Production Design,Bridge of Spies,"Adam Stockhausen, Rena DeAngelo and Bernhard Henrich",0,2016
Production Design,The Danish Girl,Eve Stewart and Michael Standish,0,2016
Production Design,The Martian,Arthur Max and Celia Bobak,0,2016
Production Design,The Revenant,Jack Fisk and Hamish Purdy,0,2016
Short Film (Animated),Bear Story,Gabriel Osorio and Pato Escala,1,2016
Short Film (Animated),Prologue,Richard Williams and Imogen Sutton,0,2016
Short Film (Animated),Sanjay's Super Team,Sanjay Patel and Nicole Grindle,0,2016
Short Film (Animated),We Can't Live without Cosmos,Konstantin Bronzit,0,2016
Short Film (Animated),World of Tomorrow,Don Hertzfeldt,0,2016
Short Film (Live Action),Stutterer,Benjamin Cleary and Serena Armitage,1,2016
Short Film (Live Action),Ave Maria,Basil Khalil and Eric Dupont,0,2016
Short Film (Live Action),Day One,Henry Hughes,0,2016
Short Film (Live Action),Everything Will Be Okay (Alles Wird Gut),Patrick Vollrath,0,2016
Short Film (Live Action),Shok,Jamie Donoughue,0,2016
Sound Editing,Mad Max: Fury Road,Mark Mangini and David White,1,2016
Sound Editing,The Martian,Oliver Tarney,0,2016
Sound Editing,The Revenant,Martin Hernandez and Lon Bender,0,2016
Sound Editing,Sicario,Alan Robert Murray,0,2016
Sound Editing,Star Wars: The Force Awakens,Matthew Wood and David Acord,0,2016
Sound Mixing,Mad Max: Fury Road,"Chris Jenkins, Gregg Rudloff and Ben Osmo",1,2016
Sound Mixing,Bridge of Spies,"Andy Nelson, Gary Rydstrom and Drew Kunin",0,2016
Sound Mixing,The Martian,"Paul Massey, Mark Taylor and Mac Ruth",0,2016
Sound Mixing,The Revenant,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek",0,2016
Sound Mixing,Star Wars: The Force Awakens,"Andy Nelson, Christopher Scarabosio and Stuart Wilson",0,2016
Visual Effects,Ex Machina,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",1,2016
Visual Effects,Mad Max: Fury Road,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",0,2016
Visual Effects,The Martian,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",0,2016
Visual Effects,The Revenant,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",0,2016
Visual Effects,Star Wars: The Force Awakens,"Roger Guyett, Patrick Tubach, Neal Scanlan and Chris Corbould",0,2016
Writing (Adapted Screenplay),The Big Short,Charles Randolph and Adam McKay,1,2016
Writing (Adapted Screenplay),Brooklyn,Nick Hornby,0,2016
Writing (Adapted Screenplay),Carol,Phyllis Nagy,0,2016
Writing (Adapted Screenplay),The Martian,Drew Goddard,0,2016
Writing (Adapted Screenplay),Room,Emma Donoghue,0,2016
Writing (Original Screenplay),Spotlight,Josh Singer and Tom McCarthy,1,2016
Writing (Original Screenplay),Bridge of Spies,"Matt Charman, Ethan Coen and Joel Coen",0,2016
Writing (Original Screenplay),Ex Machina,Alex Garland,0,2016
Writing (Original Screenplay),Inside Out,"Pete Docter, Meg LeFauve, Josh Cooley, Ronnie del Carmen",0,2016
Writing (Original Screenplay),Straight Outta Compton,"Jonathan Herman, Andrea Berloff, S. Leigh Savidge and Alan Wenkus",0,2016
Actor in a Leading Role,The Artist,Jean Dujardin,1,2012
Actor in a Leading Role,A Better Life,Demián Bichir,0,2012
Actor in a Leading Role,The Descendants,George Clooney,0,2012
Actor in a Leading Role,Tinker Tailor Soldier Spy,Gary Oldman,0,2012
Actor in a Leading Role,Moneyball,Brad Pitt,0,2012
Actor in a Supporting Role,Beginners,Christopher Plummer,1,2012
Actor in a Supporting Role,My Week with Marilyn,Kenneth Branagh,0,2012
Actor in a Supporting Role,Moneyball,Jonah Hill,0,2012
Actor in a Supporting Role,Warrior,Nick Nolte,0,2012
Actor in a Supporting Role,Extremely Loud & Incredibly Close,Max von Sydow,0,2012
Actress in a Leading Role,The Iron Lady,Meryl Streep,1,2012
Actress in a Leading Role,Albert Nobbs,Glenn Close,0,2012
Actress in a Leading Role,The Help,Viola Davis,0,2012
Actress in a Leading Role,The Girl with the Dragon Tattoo,Rooney Mara,0,2012
Actress in a Leading Role,My Week with Marilyn,Michelle Williams,0,2012
Actress in a Supporting Role,The Help,Octavia Spencer,1,2012
Actress in a Supporting Role,The Artist,Bérénice Bejo,0,2012
Actress in a Supporting Role,The Help,Jessica Chastain,0,2012
Actress in a Supporting Role,Bridesmaids,Melissa McCarthy,0,2012
Actress in a Supporting Role,Albert Nobbs,Janet McTeer,0,2012
Animated Feature Film,Rango,Gore Verbinski,1,2012
Animated Feature Film,A Cat in Paris,Alain Gagnol and Jean-Loup Felicioli,0,2012
Animated Feature Film,Chico & Rita,Fernando Trueba and Javier Mariscal,0,2012
Animated Feature Film,Kung Fu Panda 2,Jennifer Yuh Nelson,0,2012
Animated Feature Film,Puss in Boots,Chris Miller,0,2012
Art Direction,Hugo,Dante Ferretti; Francesca Lo Schiavo,1,2012
Art Direction,The Artist,Laurence Bennett; Robert Gould,0,2012
Art Direction,Harry Potter and the Deathly Hallows Part 2,Stuart Craig; Stephenie McMillan,0,2012
Art Direction,Midnight in Paris,Anne Seibel; Hélène Dubreuil,0,2012
Art Direction,War Horse,Rick Carter; Lee Sandales,0,2012
Cinematography,Hugo,Robert Richardson,1,2012
Cinematography,The Artist,Guillaume Schiffman,0,2012
Cinematography,The Girl with the Dragon Tattoo,Jeff Cronenweth,0,2012
Cinematography,The Tree of Life,Emmanuel Lubezki,0,2012
Cinematography,War Horse,Janusz Kaminski,0,2012
Costume Design,The Artist,Mark Bridges,1,2012
Costume Design,Anonymous,Lisy Christl,0,2012
Costume Design,Hugo,Sandy Powell,0,2012
Costume Design,Jane Eyre,Michael O'Connor,0,2012
Costume Design,W.E.,Arianne Phillips,0,2012
Directing,The Artist,Michel Hazanavicius,1,2012
Directing,The Descendants,Alexander Payne,0,2012
Directing,Hugo,Martin Scorsese,0,2012
Directing,Midnight in Paris,Woody Allen,0,2012
Directing,The Tree of Life,Terrence Malick,0,2012
Documentary (Feature),Undefeated,"TJ Martin, Dan Lindsay and Rich Middlemas",1,2012
Documentary (Feature),Hell and Back Again,Danfung Dennis and Mike Lerner,0,2012
Documentary (Feature),If a Tree Falls: A Story of the Earth Liberation Front,Marshall Curry and Sam Cullman,0,2012
Documentary (Feature),Paradise Lost 3: Purgatory,Joe Berlinger and Bruce Sinofsky,0,2012
Documentary (Feature),Pina,Wim Wenders and Gian-Piero Ringel,0,2012
Documentary (Short Subject),Saving Face,Daniel Junge and Sharmeen Obaid-Chinoy,1,2012
Documentary (Short Subject),The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,Robin Fryday and Gail Dolgin,0,2012
Documentary (Short Subject),God Is the Bigger Elvis,Rebecca Cammisa and Julie Anderson,0,2012
Documentary (Short Subject),Incident in New Baghdad,James Spione,0,2012
Documentary (Short Subject),The Tsunami and the Cherry Blossom,Lucy Walker and Kira Carstensen,0,2012
Film Editing,The Girl with the Dragon Tattoo,Kirk Baxter and Angus Wall,1,2012
Film Editing,The Artist,Anne-Sophie Bion and Michel Hazanavicius,0,2012
Film Editing,The Descendants,Kevin Tent,0,2012
Film Editing,Hugo,Thelma Schoonmaker,0,2012
Film Editing,Moneyball,Christopher Tellefsen,0,2012
Foreign Language Film,A Separation,Iran,1,2012
Foreign Language Film,Bullhead,Belgium,0,2012
Foreign Language Film,Footnote,Israel,0,2012
Foreign Language Film,In Darkness,Poland,0,2012
Foreign Language Film,Monsieur Lazhar,Canada,0,2012
Jean Hersholt Humanitarian Award,None,Oprah Winfrey,1,2012
Makeup,The Iron Lady,Mark Coulier and J. Roy Helland,1,2012
Makeup,Albert Nobbs,"Martial Corneville, Lynn Johnston and Matthew W. Mungle",0,2012
Makeup,Harry Potter and the Deathly Hallows Part 2,"Nick Dudman, Amanda Knight and Lisa Tomblin",0,2012
Music (Original Score),The Artist,Ludovic Bource,1,2012
Music (Original Score),The Adventures of Tintin,John Williams,0,2012
Music (Original Score),Hugo,Howard Shore,0,2012
Music (Original Score),Tinker Tailor Soldier Spy,Alberto Iglesias,0,2012
Music (Original Score),War Horse,John Williams,0,2012
Music (Original Song),The Muppets,Man Or Muppet - Bret McKenzie,1,2012
Music (Original Song),Rio,"Real In Rio - Sergio Mendes, Carlinhos Brown, Siedah Garrett",0,2012
Best Picture,The Artist,"Thomas Langmann, Producer",1,2012
Best Picture,The Descendants,"Jim Burke, Alexander Payne and Jim Taylor, Producers",0,2012
Best Picture,Extremely Loud & Incredibly Close,"Scott Rudin, Producer",0,2012
Best Picture,The Help,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",0,2012
Best Picture,Hugo,"Graham King and Martin Scorsese, Producers",0,2012
Best Picture,Midnight in Paris,"Letty Aronson and Stephen Tenenbaum, Producers",0,2012
Best Picture,Moneyball,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",0,2012
Best Picture,The Tree of Life,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",0,2012
Best Picture,War Horse,"Steven Spielberg and Kathleen Kennedy, Producers",0,2012
Short Film (Animated),The Fantastic Flying Books of Mr. Morris Lessmore,William Joyce and Brandon Oldenburg,1,2012
Short Film (Animated),Dimanche/Sunday,Patrick Doyon,0,2012
Short Film (Animated),La Luna,Enrico Casarosa,0,2012
Short Film (Animated),A Morning Stroll,Grant Orchard and Sue Goffe,0,2012
Short Film (Animated),Wild Life,Amanda Forbis and Wendy Tilby,0,2012
Short Film (Live Action),The Shore,Terry George and Oorlagh George,1,2012
Short Film (Live Action),Pentecost,Peter McDonald and Eimear O'Kane,0,2012
Short Film (Live Action),Raju,Max Zähle and Stefan Gieren,0,2012
Short Film (Live Action),Time Freak,Andrew Bowler and Gigi Causey,0,2012
Sound Editing,Hugo,Philip Stockton and Eugene Gearty,1,2012
Sound Editing,Drive,Lon Bender and Victor Ray Ennis,0,2012
Sound Editing,The Girl with the Dragon Tattoo,Ren Klyce,0,2012
Sound Editing,Transformers: Dark of the Moon,Ethan Van der Ryn and Erik Aadahl,0,2012
Sound Editing,War Horse,Richard Hymns and Gary Rydstrom,0,2012
Sound Mixing,Hugo,Tom Fleischman and John Midgley,1,2012
Sound Mixing,The Girl with the Dragon Tattoo,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",0,2012
Sound Mixing,Moneyball,"Deb Adair, Ron Bochar, David Giammarco and Ed Novick",0,2012
Sound Mixing,Transformers: Dark of the Moon,"Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin",0,2012
Sound Mixing,War Horse,"Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson",0,2012
Visual Effects,Hugo,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning",1,2012
Visual Effects,Harry Potter and the Deathly Hallows Part 2,"Tim Burke, David Vickery, Greg Butler and John Richardson",0,2012
Visual Effects,Real Steel,"Erik Nash, John Rosengrant, Dan Taylor and Swen Gillberg",0,2012
Visual Effects,Rise of the Planet of the Apes,"Joe Letteri, Dan Lemmon, R. Christopher White and Daniel Barrett",0,2012
Visual Effects,Transformers: Dark of the Moon,"Scott Farrar, Scott Benza, Matthew Butler and John Frazier",0,2012
Writing (Adapted Screenplay),The Descendants,Screenplay by Alexander Payne and Nat Faxon & Jim Rash,1,2012
Writing (Adapted Screenplay),Hugo,Screenplay by John Logan,0,2012
Writing (Adapted Screenplay),The Ides of March,Screenplay by George Clooney & Grant Heslov and Beau Willimon,0,2012
Writing (Adapted Screenplay),Moneyball,Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,0,2012
Writing (Adapted Screenplay),Tinker Tailor Soldier Spy,Screenplay by Bridget O'Connor & Peter Straughan,0,2012
Writing (Original Screenplay),Midnight in Paris,Written by Woody Allen,1,2012
Writing (Original Screenplay),The Artist,Written by Michel Hazanavicius,0,2012
Writing (Original Screenplay),Bridesmaids,Written by Annie Mumolo & Kristen Wiig,0,2012
Writing (Original Screenplay),Margin Call,Written by J.C. Chandor,0,2012
Writing (Original Screenplay),A Separation,Written by Asghar Farhadi,0,2012
Actor in a Leading Role,Lincoln,Daniel Day-Lewis,1,2013
Actor in a Leading Role,Silver Linings Playbook,Bradley Cooper,0,2013
Actor in a Leading Role,Les Misérables,Hugh Jackman,0,2013
Actor in a Leading Role,The Master,Joaquin Phoenix,0,2013
Actor in a Leading Role,Flight,Denzel Washington,0,2013
Actor in a Supporting Role,Django Unchained,Christoph Waltz,1,2013
Actor in a Supporting Role,Argo,Alan Arkin,0,2013
Actor in a Supporting Role,Silver Linings Playbook,Robert De Niro,0,2013
Actor in a Supporting Role,The Master,Philip Seymour Hoffman,0,2013
Actor in a Supporting Role,Lincoln,Tommy Lee Jones,0,2013
Actress in a Leading Role,Silver Linings Playbook,Jennifer Lawrence,1,2013
Actress in a Leading Role,Zero Dark Thirty,Jessica Chastain,0,2013
Actress in a Leading Role,Amour,Emmanuelle Riva,0,2013
Actress in a Leading Role,Beasts of the Southern Wild,Quvenzhané Wallis,0,2013
Actress in a Leading Role,The Impossible,Naomi Watts,0,2013
Actress in a Supporting Role,Les Misérables,Anne Hathaway,1,2013
Actress in a Supporting Role,The Master,Amy Adams,0,2013
Actress in a Supporting Role,Lincoln,Sally Field,0,2013
Actress in a Supporting Role,The Sessions,Helen Hunt,0,2013
Actress in a Supporting Role,Silver Linings Playbook,Jacki Weaver,0,2013
Animated Feature Film,Brave,Mark Andrews and Brenda Chapman,1,2013
Animated Feature Film,Frankenweenie,Tim Burton,0,2013
Animated Feature Film,ParaNorman,Sam Fell and Chris Butler,0,2013
Animated Feature Film,The Pirates! Band of Misfits,Peter Lord,0,2013
Animated Feature Film,Wreck-It Ralph,Rich Moore,0,2013
Cinematography,Life of Pi,Claudio Miranda,1,2013
Cinematography,Anna Karenina,Seamus McGarvey,0,2013
Cinematography,Django Unchained,Robert Richardson,0,2013
Cinematography,Lincoln,Janusz Kaminski,0,2013
Cinematography,Skyfall,Roger Deakins,0,2013
Costume Design,Anna Karenina,Jacqueline Durran,1,2013
Costume Design,Les Misérables,Paco Delgado,0,2013
Costume Design,Lincoln,Joanna Johnston,0,2013
Costume Design,Mirror Mirror,Eiko Ishioka,0,2013
Costume Design,Snow White and the Huntsman,Colleen Atwood,0,2013
Directing,Life of Pi,Ang Lee,1,2013
Directing,Amour,Michael Haneke,0,2013
Directing,Beasts of the Southern Wild,Benh Zeitlin,0,2013
Directing,Lincoln,Steven Spielberg,0,2013
Directing,Silver Linings Playbook,David O. Russell,0,2013
Documentary (Feature),Searching for Sugar Man,Malik Bendjelloul and Simon Chinn,1,2013
Documentary (Feature),5 Broken Cameras,Emad Burnat and Guy Davidi,0,2013
Documentary (Feature),The Gatekeepers,"Dror Moreh, Philippa Kowarsky and Estelle Fialon",0,2013
Documentary (Feature),How to Survive a Plague,David France and Howard Gertler,0,2013
Documentary (Feature),The Invisible War,Kirby Dick and Amy Ziering,0,2013
Documentary (Short Subject),Inocente,Sean Fine and Andrea Nix Fine,1,2013
Documentary (Short Subject),Kings Point,Sari Gilman and Jedd Wider,0,2013
Documentary (Short Subject),Mondays at Racine,Cynthia Wade and Robin Honan,0,2013
Documentary (Short Subject),Open Heart,Kief Davidson and Cori Shepherd Stern,0,2013
Documentary (Short Subject),Redemption,Jon Alpert and Matthew O'Neill,0,2013
Film Editing,Argo,William Goldenberg,1,2013
Film Editing,Life of Pi,Tim Squyres,0,2013
Film Editing,Lincoln,Michael Kahn,0,2013
Film Editing,Silver Linings Playbook,Jay Cassidy and Crispin Struthers,0,2013
Film Editing,Zero Dark Thirty,Dylan Tichenor and William Goldenberg,0,2013
Foreign Language Film,Amour,Austria,1,2013
Foreign Language Film,Kon-Tiki,Norway,0,2013
Foreign Language Film,No,Chile,0,2013
Foreign Language Film,A Royal Affair,Denmark,0,2013
Foreign Language Film,War Witch,Canada,0,2013
Jean Hersholt Humanitarian Award,None,Jeffrey Katzenberg,1,2013
Makeup and Hairstyling,Les Misérables,Lisa Westcott and Julie Dartnell,1,2013
Makeup and Hairstyling,Hitchcock,"Howard Berger, Peter Montagna and Martin Samuel",0,2013
Makeup and Hairstyling,The Hobbit: An Unexpected Journey,"Peter Swords King, Rick Findlater and Tami Lane",0,2013
Music (Original Score),Life of Pi,Mychael Danna,1,2013
Music (Original Score),Anna Karenina,Dario Marianelli,0,2013
Music (Original Score),Argo,Alexandre Desplat,0,2013
Music (Original Score),Lincoln,John Williams,0,2013
Music (Original Score),Skyfall,Thomas Newman,0,2013
Music (Original Song),Skyfall,Skyfall - Adele Adkins and Paul Epworth,1,2013
Music (Original Song),Chasing Ice,Before My Time - J. Ralph,0,2013
Music (Original Song),Ted,Everybody Needs A Best Friend - Walter Murphy and Seth MacFarlane,0,2013
Music (Original Song),Life of Pi,Pi's Lullaby - Mychael Danna and Bombay Jayashri,0,2013
Music (Original Song),Les Misérables,"Suddenly - Claude-Michel Schönberg, Herbert Kretzmer and Alain Boublil",0,2013
Best Picture,Argo,"Grant Heslov, Ben Affleck and George Clooney, Producers",1,2013
Best Picture,Amour,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers",0,2013
Best Picture,Beasts of the Southern Wild,"Dan Janvey, Josh Penn and Michael Gottwald, Producers",0,2013
Best Picture,Django Unchained,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",0,2013
Best Picture,Les Misérables,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers",0,2013
Best Picture,Life of Pi,"Gil Netter, Ang Lee and David Womark, Producers",0,2013
Best Picture,Lincoln,"Steven Spielberg and Kathleen Kennedy, Producers",0,2013
Best Picture,Silver Linings Playbook,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",0,2013
Best Picture,Zero Dark Thirty,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers",0,2013
Production Design,Lincoln,Rick Carter; Jim Erickson,1,2013
Production Design,Anna Karenina,Sarah Greenwood; Katie Spencer,0,2013
Production Design,The Hobbit: An Unexpected Journey,Dan Hennah; Ra Vincent and Simon Bright,0,2013
Production Design,Les Misérables,Eve Stewart; Anna Lynch-Robinson,0,2013
Production Design,Life of Pi,David Gropman; Anna Pinnock,0,2013
Short Film (Animated),Paperman,John Kahrs,1,2013
Short Film (Animated),Adam and Dog,Minkyu Lee,0,2013
Short Film (Animated),Fresh Guacamole,PES,0,2013
Short Film (Animated),Head over Heels,Timothy Reckart and Fodhla Cronin O'Reilly,0,2013
Short Film (Animated),"Maggie Simpson in ""The Longest Daycare""",David Silverman,0,2013
Short Film (Live Action),Curfew,Shawn Christensen,1,2013
Short Film (Live Action),Asad,Bryan Buckley and Mino Jarjoura,0,2013
Short Film (Live Action),Buzkashi Boys,Sam French and Ariel Nasr,0,2013
Short Film (Live Action),Death of a Shadow,Tom Van Avermaet and Ellen De Waele,0,2013
Short Film (Live Action),Henry,Yan England,0,2013
Sound Editing,Skyfall,Per Hallberg and Karen Baker Landers,1,2013
Sound Editing,Zero Dark Thirty,Paul N.J. Ottosson,1,2013
Sound Editing,Argo,Erik Aadahl and Ethan Van der Ryn,0,2013
Sound Editing,Django Unchained,Wylie Stateman,0,2013
Sound Editing,Life of Pi,Eugene Gearty and Philip Stockton,0,2013
Sound Mixing,Les Misérables,"Andy Nelson, Mark Paterson and Simon Hayes",1,2013
Sound Mixing,Argo,"John Reitz, Gregg Rudloff and Jose Antonio Garcia",0,2013
Sound Mixing,Life of Pi,"Ron Bartlett, D.M. Hemphill and Drew Kunin",0,2013
Sound Mixing,Lincoln,"Andy Nelson, Gary Rydstrom and Ronald Judkins",0,2013
Sound Mixing,Skyfall,"Scott Millan, Greg P. Russell and Stuart Wilson",0,2013
